30	set up the tub .
30	lay your baby in the tub feet first .
30	lift the baby from the tub .
30	towel the baby dry .
-1	decide when to plant your seeds .
34	space the seeds apart depending on desired flower size .
34	fertilize the sunflowers if the soil is poor .
-1	protect ground flaxseed from prolonged exposure .
-1	reduce watering .
-1	stake the tomato plants .
34	cut decorative flowers when they are 1/4 open .
34	cut flowers for drying .
34	protect seeds from birds and squirrels .
-1	learn your guinea pig 's personality .
-1	pick a name based on your horse 's personality .
89	draw inspiration from your cat 's breed .
-1	think about your twitter name .
89	consider names drawn from special places and memories .
89	purchase an engraved collar with its new name .
-1	rinse the surface with a garden hose .
41	hose and brush the turf once a week .
-1	avoid strenuous exercise in hot and humid weather .
92	call and visit your veterinarian .
-1	inform your child 's transplant coordinator about the trip .
92	be aware of some tests and procedures your veterinarian may perform .
-1	follow all instructions provided by the vet .
-1	keep your dog away from hazardous items in the home .
92	take your dog to your veterinarian if it falls without reason .
100	get your brain around what kinds of tools and processes will accomplish your goals .
-1	choose your writing materials .
100	in the course of resolving these questions , we inevitably have to examine the basic models or patterns of developing projects of the nature we desire to turn out .
100	be aware , no matter your choice of programming tools , there is no way to avoid dependence upon a reasonable mastery of html and css .
-1	decide if you want an applicator for tampons .
31	conceptualize the major theme(s ) of your tattoo sleeve .
-1	decide on the measurements for the skirt .
31	look at several artists ' work to decide who you want to collaborate with .
31	work with your tattoo artist on finalizing the sleeve design .
-1	make an effort to look attractive .
117	ask someone to show you around , preferably someone you 've already talked to .
-1	using the pencil , draw an x on the piece of paper .
74	in pencil , draw guidelines to the edge of the smaller circle , halfway between each of the five lines from step two . ( these will be 36 degrees from the prior lines , and 72 degrees from each other . ) .
-1	draw curve lines connecting the two circles to form the bird 's body .
74	erase the pencil lines and circles , and add the final connecting lines in fineliner pen , as in the picture .
-1	draw a circle with a cross through it .
-1	move the opposite triangle corner upward .
-1	make a pattern on the leather with a ruler and pencil .
-1	make a pattern on the leather with a ruler and pencil .
74	draw an x over the halved circle , splitting it up into 6 equal sections .
-1	draw a parallel line on each side of the two circles .
-1	draw two diagonal lines , extending from close to the bottom of the lines .
135	paint a solid background color to serve as a backdrop .
135	set up a copper pot to serve as a reference .
-1	draw a mask shape on a piece of green craft foam .
135	mix white paint with a speck of yellow and red .
-1	wipe the excess ink off on the rim of the ink bottle .
135	combine brown , red - orange , and white paint to make a copper shade .
135	spread copper paint around the base of the pot .
135	blend red - orange paint in the left half of the pot to create a bright color .
135	add brown and red to the right half to create a shadowed effect .
135	mix black and brown to shade the inside of the pot .
135	include red and brown to make the inner rim more pronounced .
-1	highlight the bruise with yellow .
135	lighten the left edge of the pot with a touch of light gray .
23	wait at least two weeks before applying another color .
-1	avoid heated tools if your hair is damaged .
23	use a color - stripping product to remove unwanted color .
-1	brush your hair to remove tangles .
-1	separate your hair into two even sections .
-1	mix the bleach according to product instructions .
-1	apply the oil to each nail .
23	allow the dye to set for the recommended time .
-1	rinse off the paste using warm water .
-1	use a deep cleansing conditioner .
23	dye your roots only .
-1	slick your hair back if it 's too long to brush up .
-1	massage the mousse into your hair .
-1	rinse out the dye in cool water .
23	apply conditioner to your ends if you 've dyed your hair often .
-1	avoid using hair removal creams and perms .
23	see a stylist if you 've already tried to re - dye your hair once .
23	tell your stylist that you 've already colored your hair .
-1	drape a rectangular scarf around your neck .
78	pinch the wide end widthwise .
-1	bring the base corner to the crease on the opposite edge .
-1	pull the end of the balloon through the slit in the sponge .
-1	feed the end of the lace through the top of the loop .
-1	wrap the end of the lace around the loop .
-1	fold it in half lengthwise .
-1	wrap the ends around the front of the knot .
-1	wrap the ends around the front of the knot .
-1	buy a flammable variety of hand sanitizer .
14	use petroleum jelly to confine the wound area .
14	apply silver nitrate as directed .
14	clean the treated area .
14	disinfect your wound area , if possible .
14	apply the knife to the wound area in small bursts .
-1	clean the bite wound .
-1	talk to your doctor about an elimination diet .
12	download a food logging app onto your computer or phone and log everything you eat .
12	avoid setting your daily calorie goal too low .
-1	consider your personal history with dogs .
12	create a plan that fits your budget .
12	increase your physical activity and make this a part of your plan .
-1	set your main health goals .
-1	recognize the difference between bdd and insecurity .
12	include items from each food group , for every meal , in your plan .
-1	check labels for sugar content .
-1	include naturally high - sodium foods in your diet .
-1	avoid overly sugary foods , such as cupcakes or cake .
12	break your old food habits .
-1	talk about sex positively .
-1	take adhd medications .
12	avoid products that are available over - the - counter , unless your doctor agrees .
-1	discuss your treatment plan with your surgeon .
105	buy or make a large calendar and place it at your child 's eye level .
105	devote 5 to 10 minutes to calendar time every day .
105	point out today , yesterday , and tomorrow in each calendar session .
-1	ask your husband questions about himself .
-1	play music throughout the day .
105	show your child hand gestures to go along with the song .
105	include a song about the weather for extra reinforcement .
105	read books that explain the days of the week .
105	write the days on cards and ask your child to put them in order .
105	give your child days of the week worksheets for more practice .
105	stack one hand below the other towards the horizon .
105	count the number of hands it takes to get to the horizon .
105	place the board on a bright , level space at the start of a morning hour .
105	mark the straw 's shadow and the hour on the board .
105	leave your sundial in the same location and visit it to check the time .
105	use the big dipper to find the north star .
105	calculate the actual time using a special equation .
105	account for daylight savings time by adding 1 hour to the time .
105	use the moon to tell time only when it is at its brightest .
105	find out what time the sun set .
105	track the position of the moon to determine the approximate time .
105	use the moon 's position to calculate the approximate time .
-1	tell your guidance counselor .
-1	remain calm during their antics .
118	consult an online checklist about whether or not you 're being bullied .
130	choose teaching examples that upend traditional gender stereotypes .
130	ask students what they mean when they use sexist language .
130	address when class materials stereotype one gender .
130	ask all students to participate in a variety of classroom chores .
-1	create a makerspace for teens and adults .
130	encourage all students to share their feelings .
-1	use factual language for non - disabled people .
130	avoid asking students to speak on behalf of their gender .
-1	choose relevant topics .
130	avoid separating supplies or materials by gender .
130	videotape your class to examine your own teaching methods .
130	ask a trusted colleague sit in on a class session to give you feedback .
127	think about your motive for writing the poem .
-1	understand the concept of a synthesis essay .
127	listen to your poem .
-1	edit your letter .
142	do n't overwhelm with scent .
-1	cultivate your friendship .
-1	flirt with new people .
-1	mow your lawn and the leaves .
-1	buy your moss .
41	get your sod on the same day you plan to install it .
41	keep the sod tight .
-1	give your fan a deep cleaning .
34	cut the wilted flowers off at the base of the bud .
34	dispose of the wilted flower heads , or cook them ! all parts of the hollyhocks are edible .
-1	prune your plumeria in the early spring .
-1	clean your paint brushes .
34	sanitize your shears again .
-1	using the crossed outline on the face as guide , draw the eyes .
75	draw the mouth ; take note that the lips are full .
-1	draw the pirate 's jacket .
-1	erase the guidelines in your drawing and add more detail .
-1	draw an oval for the car 's midsection .
75	draw in the eyes .... the upper eyelid as a rainbow shape and the bottom lid is close to a straight line .
75	encapsulate the eye in the oval shape that you just added . in this step , make the bottom of the nose by drawing three connected , upside down arches .
75	draw in the two shapes between the eyes and nose .
-1	erase all lines .
-1	shade the lower edges of the mask .
75	shade the forehead .
75	shade the cheeks and chin .
75	shade the lips .
-1	wear a casual dress .
117	get something that flatters your legs .
-1	wear sensible but stylish shoes .
-1	make sure your boots are wide enough .
-1	use more natural lighting .
-1	match the eyeshadow color to your hair color and skin tone .
-1	decide between metal , plastic , and wood bed risers .
-1	secure the top section of your hair .
26	tease your hair at the place you plan to apply the extension .
-1	go to a tanning salon for professional contour tanning .
26	trim the extensions if necessary .
35	evaluate whether the tree is healthy enough to move .
35	wait until the tree 's dormant season to replant it .
-1	remove the boat from the water .
-1	wrap the uncut part of the balloon neck onto a straw .
35	keep the root ball intact while you move the tree .
35	replant the tree immediately after removing it .
35	make sure the new location suits your tree 's needs .
-1	dig a hole twice the diameter of the sedum pot .
-1	remove the bobbin from the casing .
-1	place the glass beside the receptacle .
-1	add a 2 to 3 in ( 51 to 76 mm ) layer of mulch around the base of the bush .
35	water your tree immediately after you replant it .
35	stake your tree to the ground in windy climates .
35	do not significantly prune the tree for a year .
-1	avoid fertilizing the plant .
-1	use a sharp knife to cut your sweet potato in half .
34	keep your flowers healthy after they have been cut .
34	consider making centerpieces out of your cut pansies .
34	cut your pansies to keep them healthy .
-1	cut away the leaves from the top of the plant .
34	help your pansies survive very cold winters with some mulch .
34	look for new growth after you have cut your pansies back .
34	understand why a pansy might become too ' leggy ' .
34	determine how long you would like your pansy stems to be .
34	consider cutting back the whole ' leggy ' plant .
34	help your pansies to behave more like perennials if so desired .
34	make sure to water and fertilize your pansies each month .
34	help your pansy to flourish , even in a hot climate .
10	"learn when to say "" no . "" a superhero mentality may be one of the reasons you 're feeling burned out ."
-1	embrace negative thoughts .
-1	drape the other cloth over your head .
-1	wait about 2 hours for the paint to dry .
-1	wrap the mousepad in a towel to soak up excess water .
5	lay your clothes on a warm rock in the sun .
-1	drape the cloak around your neck and over your shoulders .
5	hang wet clothes on a string inside your tent if it 's raining .
123	announce the meeting to all members of the congregation .
123	choose the issues to pray for .
-1	accept guidance on physical preparation .
-1	"have a general discussion about the three "" facts "" ."
123	end the prayer meeting in a way that gives it structure and closure .
-1	celebrate at the end of ramadan .
56	install security and motion detection systems to feel safer .
56	be patient with yourself as you heal .
-1	remind yourself that the abuse was absolutely not your fault .
56	take time to grieve properly and give yourself space to mourn .
56	explore creative outlets to express your feelings and empower yourself .
-1	join a support group to connect with other people with adhd .
56	lean on a trusted family member or friend when you need support .
-1	contact the child support agency in charge of your case .
89	figure out what regular medical care will cost .
-1	determine the cost of coverage .
-1	turn your windshield wipers on .
115	turn into the right lane .
-1	turn on your hazard flashers .
115	turn left once the oncoming lanes are clear .
115	turn your left signal on and reduce your speed .
115	turn you steering wheel to the left as far as you can .
111	push the horn several times .
-1	disconnect the wires connected to the element at the rear of the oven .
-1	remove the display cable bracket .
-1	install an underneath drain screen .
111	have an experienced mechanic remove the airbag .
115	buckle your seatbelt .
115	to adjust the mirror simply move the body of the mirror to a different angle .
115	adjust your mirror every time you drive .
115	look in your rearview mirror before adjusting your position on the road .
115	use your rearview mirror when backing up .
115	look at your rearview mirror when navigating heavy or irregular traffic .
-1	go to court to request an arraignment and trial .
-1	notify your employer about the discrimination .
59	change your name by deed poll .
-1	enroll in your franchisor 's internal training / orientation program .
-1	notify your landlord of the problem .
59	get an application to change your name .
-1	notify your colleagues about the upcoming event .
-1	examine the brisket for redness and moistness .
-1	peel the vegetable if you want to .
-1	crack the acorns open with a nutcracker or hammer .
-1	store your syrup .
84	choose what kind of dried coconut you want .
-1	store the dried fruit .
84	make sure your dried coconut has not spoiled .
-1	buy hulled millet from a grocery or specialty store .
-1	extract the seeds from the milkweed pods .
-1	store the rice in a warm place .
84	seal coconut butter or coconut oil and store at room temperature .
35	mix the seeds with compost .
-1	spread the seed through the whole planting area .
35	cover the seeds with grit .
-1	dig a hole as deep as the seedling 's root ball .
-1	mix some compost with the soil .
-1	set each post into a hole and then fill them with concrete .
35	wait for the water to drain and fill the hole in with soil .
35	apply compost and mulch in the spring .
35	stake the tree if your area is windy .
35	apply a tree wrap to young trees in the winter .
145	do n't get taken for granted .
145	enjoy keeping a healthy distance .
34	overwinter your dahlias indoors to prevent them from freezing and to give them a rest .
34	dig up the dahlias immediately after the first frost .
-1	lift the shingles carefully with a putty knife .
-1	clean the mountings and side tracks of the shades .
-1	dry the roller completely before storing it .
34	coat the tubers with a fungicide before storing .
34	pack the dried tubers into a box .
34	store the tubers at a temperature between 40 and 45deg f.
-1	check the backs of the leaves weekly for pests .
34	replant the overwintered bulbs before the last frost .
-1	take classes with a friend or neighbor .
-1	make a family emergency plan .
-1	be your loved one 's advocate .
-1	draw a large circle on your plastic .
-1	add a line under each side of the ellipse .
-1	below the head , draw two curved lines for the neck and body .
75	lightly fill in some shading and guidelines around the outside of the nose .
-1	create a theme for your hat .
75	use shading to determine the type and shape of your nose .
-1	start with one large circle .
-1	draw two small vertical lines slightly above the nose .
75	draw a horizontal line through the bottom 1/3 of your of your circle , slid slightly to the left .
75	start shading along your guidelines .
-1	draw a big circle and two small overlapping circles at the bottom .
75	"add a little "" hook "" extending off the smaller circle and into the big one for the nostril ."
75	use your guidelines to start shading .
-1	make the food more appealing .
90	lay plastic floor mats over furniture .
-1	teach your fish to follow your finger .
90	give your cat room to play .
35	water your bonsai less often if the leaves are slowly discoloring .
35	add water to the soil more often if the leaves yellow and fall suddenly .
35	remove the diseased roots if your bonsai has root rot .
35	transfer your bonsai into a pot with 2 drainage holes .
35	water your bonsai twice to make sure it gets enough water .
35	place your bonsai so it gets about 5 hours of sunlight per day .
35	prune your bonsai tree if you want it to keep its shape .
35	repot your bonsai in late winter every 1 to 3 years .
35	use a bonsai potting soil to keep your bonsai healthy .
35	add a balanced fertilizer to the soil during the spring , summer , and fall .
-1	look for signs that she 's interested in you romantically .
-1	have a good fashion sense .
-1	be naughty and impulsive .
146	hardly answer calls .
146	hardly reply to emails and facebook messages .
-1	go for whole grains over sugar .
13	go with water over sweetened beverages .
-1	place the bananas on a wire rack .
83	steam the shrimp until they turn opaque .
-1	arrange the mussels in the roasting pan .
83	cover and cook until pink .
124	the + sign can be used in place of 00 at the start of a phone number .
-1	enter the 3 - digit area code .
-1	try google hangouts .
145	a lot of people wo n't answer a phone call they 're not expecting .
145	let them know that you 've had a lot on your plate .
145	this is more honest than pretending that no time has passed .
145	they 'll be more likely to respond if you 're honest .
145	reminiscing together can get rid of the awkwardness of reconnecting .
145	during the time that 's passed , both of you have grown and changed .
66	call customer service to see if your money order has been cashed .
-1	track your dispute status through your experian account .
66	visit the institution that sold you the money order .
66	choose whether you want a refund or a new money order .
66	expect to wait up to eight weeks for a refund or new money order .
66	contact the issuer of the money order if you suspect that it was stolen or altered .
66	request a copy of the signed money order .
-1	end the friendship in person , directly .
-1	be firm and absolute .
-1	discuss sensitivities in advance .
147	follow through with boundaries .
147	remember why you ended the friendship .
36	buy a bunch of celery with the base still attached .
-1	cut off the bottom 3 in ( 7.6 cm ) of fabric on both sides .
36	pat the base dry and set it in a bowl or jar .
36	pour in warm water to cover 2/3 of the celery base .
36	put the container with celery in a bright location .
36	plant the celery base in a pot filled with soil after 1 week .
36	read seed packets to find celery seeds that will thrive in your area .
-1	start the seeds in early spring .
-1	soak the root in water before you plant it .
36	drain the seeds and plant them in a pot filled with soil .
-1	water your seeds once a week .
36	transplant the individual celery starts when they 're 2 inches ( 5.1 cm ) tall .
36	choose a well - draining 8 in ( 20 cm ) deep pot for your plant .
-1	fill the pot with organic potting soil .
-1	water the hydrangeas each day so that the soil remains moist .
-1	place the plant in an area with bright light .
36	harvest the celery once it reaches 8 inches ( 20 cm ) tall .
59	be aware of certain restrictions when changing the name of a child .
-1	fill out a fair hearing request form .
-1	file the forms and pay the fee .
59	understand the reasons a petition may be denied .
59	know if you can legally change a child 's name .
59	changing a child 's name during an adoption process .
0	visit a surfing hotspot if you live near calmer beaches .
0	wait for a day with high offshore winds to slow the waves down .
0	track the peak of potential waves to see how they 're breaking .
0	get as high on the crest of the wave as you safely can .
0	kick out over the peak of a wave if you need to bail .
0	be patient and take 10 minute breaks between waves .
0	bail early if you are n't sure whether you 'll make a wave on time .
0	enlist some friends to hang nearby on jet skis for dangerous waves .
-1	communicate abstinence with your body language .
149	make yourself relatable .
149	allow yourself to show vulnerability .
147	watch for someone who threatens withdrawal .
-1	ask some oddball questions .
-1	add red meat to your weekly diet .
27	pop a fish oil capsule daily .
119	know why you 're not keen on dating .
119	be aware that , while increasing participation in a hobby , you may come into contact with a new group of potential mates .
-1	steer away from envious people .
153	use a lightweight bag to pack your items .
153	write your last name and phone number on your bag in case it gets lost .
153	ask your teacher or look over the checklist of items you need to bring .
153	place any books , binders , or notebooks into the bag first .
153	put any pens or pencils into a container then into your bag .
153	pack your lunch into your bag on top of all of the other items .
153	bring your cellphone if it 's allowed .
153	bring a book to read while you 're on the bus .
-1	bring your birth certificate and social security card .
153	pack extra school supplies in case a student needs them .
153	have cleaning supplies handy in case you need them .
153	pack a pair of sunglasses so you can wear them outdoors .
153	fill a water bottle up and pack it in your bag .
153	use a disposable camera if you are n't allowed to use a cell phone .
153	store a jacket in your bag in case it gets cold .
